symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
SETD6	0.042132103434056004	No data	No data	No data	No data	0.34652055463862397	No data	No data	SET domain containing 6, protein lysine methyltransferase
TLNRD1	0.042132103434056004	No data	No data	No data	No data	0.34652055463862397	No data	No data	talin rod domain containing 1
MGP	0.04204484152392212	No data	No data	No data	No data	0.3458028585581103	No data	No data	matrix Gla protein
IGFBP4	0.04202490642008242	No data	No data	No data	No data	0.34563889989770014	No data	No data	insulin like growth factor binding protein 4
SCD	0.04197372575081391	No data	No data	No data	No data	0.3452179583245014	No data	No data	stearoyl-CoA desaturase
DDIT4	0.04192350707391364	No data	No data	No data	No data	0.34480492877329627	No data	No data	DNA damage inducible transcript 4
PIP	0.0418224005398568	No data	No data	No data	No data	0.3439733659173424	No data	No data	prolactin induced protein
CCAR1	0.041783261115661954	No data	No data	No data	No data	0.34365145901322924	No data	No data	cell division cycle and apoptosis regulator 1
PCSK2	0.04174034878809023	No data	No data	No data	No data	0.030396539880581056	No data	0.33569938644113717	proprotein convertase subtilisin/kexin type 2
BRDT	0.04157773365202895	No data	No data	0.06839221473130737	No data	No data	No data	No data	bromodomain testis associated
CXCL16	0.0415601642922515	No data	No data	No data	No data	0.34181657234284724	No data	No data	C-X-C motif chemokine ligand 16
AKAP4	0.04148020563482049	No data	No data	No data	No data	0.34115894274302155	No data	No data	A-kinase anchoring protein 4
PMAIP1	0.041476661766424054	No data	No data	No data	No data	0.3411297957709455	No data	No data	phorbol-12-myristate-13-acetate-induced protein 1
IL1RAPL1	0.041392943724686604	No data	No data	No data	No data	0.34044124666250786	No data	No data	interleukin 1 receptor accessory protein like 1
SIGIRR	0.041392943724686604	No data	No data	No data	No data	0.34044124666250786	No data	No data	single Ig and TIR domain containing
P3H3	0.041392943724686604	No data	No data	No data	No data	0.34044124666250786	No data	No data	prolyl 3-hydroxylase 3
KCTD10	0.041392943724686604	No data	No data	No data	No data	0.34044124666250786	No data	No data	potassium channel tetramerization domain containing 10
BNIP3	0.041289006656150345	No data	No data	No data	No data	0.3395864037351171	No data	No data	BCL2 interacting protein 3
BBS2	0.041120009018875914	0.06763929246622177	No data	No data	No data	No data	No data	No data	Bardet-Biedl syndrome 2
TNNI2	0.04107566006198628	0.06756634179969218	No data	No data	No data	No data	No data	No data	troponin I2, fast skeletal type
NORAD	0.041023363870001904	No data	No data	No data	No data	0.33740159267444975	No data	No data	non-coding RNA activated by DNA damage
GPSM2	0.041023363870001904	No data	No data	No data	No data	0.33740159267444975	No data	No data	G protein signaling modulator 2
MAL2	0.04095107790545354	No data	No data	No data	No data	0.33680706806052696	No data	No data	mal, T cell differentiation protein 2
SLC1A5	0.040761815671349656	No data	No data	No data	No data	0.33525045804136494	No data	No data	solute carrier family 1 member 5
KCNH1	0.040542793081161106	No data	No data	No data	No data	0.3334490803923872	No data	No data	potassium voltage-gated channel subfamily H member 1
KLF14	0.04042398364482503	0.06452705196833601	No data	No data	No data	0.039346632178752144	No data	No data	Kruppel like factor 14
CXCL13	0.040379104909482356	No data	No data	No data	No data	0.33210280732708247	No data	No data	C-X-C motif chemokine ligand 13
ME1	0.04036633301722909	No data	No data	No data	No data	0.3319977633623464	No data	No data	malic enzyme 1
CADM4	0.040345800803079944	No data	No data	No data	No data	0.33182889369634316	No data	No data	cell adhesion molecule 4
LNPEP	0.04026367194648335	No data	No data	No data	No data	0.33115341503233026	No data	No data	leucyl and cystinyl aminopeptidase
VANGL1	0.04015165614755638	No data	No data	No data	No data	0.33023212761469123	No data	No data	VANGL planar cell polarity protein 1
TIMP2	0.039994203772197624	No data	No data	No data	No data	0.3289371416066017	No data	No data	TIMP metallopeptidase inhibitor 2
NR3C2	0.03997622795844573	No data	No data	0.06079307976116211	No data	0.09929559422991298	No data	No data	nuclear receptor subfamily 3 group C member 2
THRSP	0.03995568873424609	No data	No data	No data	No data	0.32862037004228184	No data	No data	thyroid hormone responsive
PINX1	0.0399072327088541	No data	No data	No data	No data	No data	No data	0.32822183763051427	PIN2 (TERF1) interacting telomerase inhibitor 1
SLC39A11	0.039863340777321774	0.06298846274173328	No data	No data	No data	0.051674117796987794	No data	No data	solute carrier family 39 member 11
FOXP2	0.039829403046485454	No data	No data	No data	No data	0.3275817182067705	No data	No data	forkhead box P2
WASL	0.03979666382576663	No data	No data	No data	No data	0.32731245054631103	No data	No data	WASP like actin nucleation promoting factor
ABT1	0.03977543439869179	0.06542756931374034	No data	No data	No data	No data	No data	No data	activator of basal transcription 1
CLDN7	0.03976813134807849	No data	No data	No data	No data	0.3270777817501237	No data	No data	claudin 7
PXN	0.03973005991013182	No data	No data	No data	No data	0.32676465862742426	No data	No data	paxillin
MADCAM1	0.03972983437860544	No data	No data	No data	No data	0.32676280371624633	No data	No data	mucosal vascular addressin cell adhesion molecule 1
GATA5	0.03954940754676979	No data	No data	No data	No data	0.08817191871026547	No data	0.3032358818486766	GATA binding protein 5
DDX11	0.03954504445126309	No data	No data	No data	No data	0.3252429767222173	No data	No data	DEAD/H-box helicase 11
BHLHA15	0.03951547806288831	No data	No data	No data	No data	No data	No data	0.3249998044031726	basic helix-loop-helix family member a15
TXNIP	0.03950901849384705	No data	No data	No data	No data	0.3249466769002838	No data	No data	thioredoxin interacting protein
CACYBP	0.0394218511663682	No data	No data	No data	No data	0.3242297587261979	No data	No data	calcyclin binding protein
PDZK1IP1	0.039309732706370476	No data	No data	No data	No data	0.3233076269602288	No data	No data	PDZK1 interacting protein 1
EEF2	0.03919728007411187	No data	No data	0.06079307976116211	No data	0.07366939179390825	No data	No data	eukaryotic translation elongation factor 2
SLU7	0.039180547827135793	No data	No data	No data	No data	0.32224513037556646	No data	No data	SLU7 homolog, splicing factor
KPNA4	0.03917546459657839	No data	No data	No data	No data	0.3222033227341592	No data	No data	karyopherin subunit alpha 4
RAB11FIP1	0.039166635744494256	No data	No data	No data	No data	0.3221307087777778	No data	No data	RAB11 family interacting protein 1
MT-RNR2	0.03906253741875807	No data	No data	No data	No data	0.32127453957114144	No data	No data	mitochondrially encoded 16S rRNA
RPL37A	0.039016089070357904	0.06417850390807718	No data	No data	No data	No data	No data	No data	ribosomal protein L37a
ZNF350	0.039002449265513404	No data	No data	No data	No data	0.3207803373241034	No data	No data	zinc finger protein 350
PDCD6IP	0.03899334385707543	No data	No data	No data	No data	0.32070544879671053	No data	No data	programmed cell death 6 interacting protein
SHLD2	0.038882880544953	No data	No data	No data	No data	0.3197969299936132	No data	No data	shieldin complex subunit 2
IL22RA1	0.03880588474189369	No data	No data	No data	No data	0.3191636687461011	No data	No data	interleukin 22 receptor subunit alpha 1
TAB1	0.03880588474189369	No data	No data	No data	No data	0.3191636687461011	No data	No data	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
APOD	0.03879441476935587	No data	No data	No data	No data	0.3190693325767305	No data	No data	apolipoprotein D
GFPT2	0.03878535252774454	No data	No data	No data	No data	0.3189947990800978	No data	No data	glutamine-fructose-6-phosphate transaminase 2
MT2A	0.038757223394360205	No data	No data	No data	No data	0.3187634476376734	No data	No data	metallothionein 2A
SOX8	0.03872642507313648	No data	No data	No data	No data	0.31851014313866854	No data	No data	SRY-box transcription factor 8
SRCIN1	0.038650390233569316	No data	No data	No data	No data	0.3178847854510347	No data	No data	SRC kinase signaling inhibitor 1
PHTF1	0.03860631162036395	No data	No data	No data	No data	No data	No data	0.31752225559254965	putative homeodomain transcription factor 1
ARNTL2	0.03849790152965643	No data	No data	No data	No data	0.3166306237560526	No data	No data	aryl hydrocarbon receptor nuclear translocator like 2
EIF3H	0.038484431332083215	0.06208810570381322	No data	No data	No data	0.024317231904464845	No data	No data	eukaryotic translation initiation factor 3 subunit H
MAN2C1	0.03847808872555898	0.05447853762754938	No data	No data	No data	0.1762999313073701	No data	No data	mannosidase alpha class 2C member 1
SLC17A5	0.0384705704037111	No data	No data	No data	No data	0.31640583562183816	No data	No data	solute carrier family 17 member 5
EMC3	0.038436304887208984	No data	No data	No data	No data	0.31612401475804297	No data	No data	ER membrane protein complex subunit 3
GATA6	0.03838497435183611	No data	No data	No data	No data	0.31570184059303485	No data	No data	GATA binding protein 6
GINS2	0.03832015180057266	No data	No data	No data	No data	0.3151686997197799	No data	No data	GINS complex subunit 2
NUCB2	0.03829524857600433	No data	No data	No data	No data	0.3149638801526008	No data	No data	nucleobindin 2
NGB	0.03825151495986664	No data	No data	No data	No data	0.3146041877640139	No data	No data	neuroglobin
DHODH	0.03819761789772512	No data	No data	0.06079307976116211	No data	0.04078202433977958	No data	No data	dihydroorotate dehydrogenase (quinone)
PPIG	0.038086431050025	No data	No data	No data	No data	0.3132464352822331	No data	No data	peptidylprolyl isomerase G
OR4F21	0.03806260762638958	0.0626100993335528	No data	No data	No data	No data	No data	No data	olfactory receptor family 4 subfamily F member 21
RIPOR3	0.03797880450047	0.06247224955484638	No data	No data	No data	No data	No data	No data	RIPOR family member 3
SLC10A6	0.03792299953348023	No data	No data	No data	No data	0.3119022731079622	No data	No data	solute carrier family 10 member 6
TNFRSF18	0.03788193510518194	No data	No data	0.06079307976116211	No data	0.030396539880581056	No data	No data	TNF receptor superfamily member 18
SCARB1	0.037813920151028	0.002488655299103627	No data	No data	No data	0.30789431747709234	No data	No data	scavenger receptor class B member 1
EOMES	0.03777674068067364	0.05276727088158236	No data	No data	No data	0.18745198066063182	No data	No data	eomesodermin
RNF38	0.037697145177839585	No data	No data	No data	No data	0.31004470678192675	No data	No data	ring finger protein 38
PHF19	0.037679692795812805	No data	No data	No data	No data	0.07480926203943004	No data	0.29119885205596646	PHD finger protein 19
DERL1	0.03766634685661585	No data	No data	No data	No data	0.30979140228292185	No data	No data	derlin 1
AGFG1	0.03766597886299893	No data	No data	No data	No data	0.3097883756751372	No data	No data	ArfGAP with FG repeats 1
GZMB	0.03759091994816845	No data	No data	No data	No data	0.30917104459793754	No data	No data	granzyme B
DTHD1	0.03749093059533012	0.061669734026670156	No data	No data	No data	No data	No data	No data	death domain containing 1
SELENOS	0.03745023273195269	No data	No data	No data	No data	0.3080139456586465	No data	No data	selenoprotein S
GH1	0.03744543160913306	No data	No data	No data	No data	0.3079744582462757	No data	No data	growth hormone 1
FAM83D	0.037327565323154885	No data	No data	No data	No data	0.30700505279386864	No data	No data	family with sequence similarity 83 member D
WNT7A	0.0372722823365583	No data	No data	No data	No data	0.21338877605165915	No data	0.25320317720524016	Wnt family member 7A
LAMTOR1	0.037157558589999924	No data	No data	No data	No data	No data	No data	0.30560681195936196	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
A2ML1	0.037142775395812525	No data	No data	No data	No data	0.30548522579983955	No data	No data	alpha-2-macroglobulin like 1
CXCL10	0.03712711970804842	No data	No data	No data	No data	0.30535646371190445	No data	No data	C-X-C motif chemokine ligand 10
ZNF423	0.03708898099474176	No data	No data	No data	No data	0.3050427872749112	No data	No data	zinc finger protein 423
CD27	0.03707913519279923	No data	No data	No data	No data	0.30496180929204525	No data	No data	CD27 molecule
PEA15	0.03705304961998074	No data	No data	No data	No data	0.3047472653594055	No data	No data	proliferation and apoptosis adaptor protein 15
MKNK2	0.03695798546847018	No data	No data	0.06079307976116211	No data	No data	No data	No data	MAPK interacting serine/threonine kinase 2
CHRNB2	0.03695798546847018	No data	No data	0.06079307976116211	No data	No data	No data	No data	cholinergic receptor nicotinic beta 2 subunit
GPR119	0.03695798546847018	No data	No data	No data	No data	0.3039653988058105	No data	No data	G protein-coupled receptor 119
FBXW7-AS1	0.03693745325432103	No data	No data	No data	No data	0.3037965291398073	No data	No data	FBXW7 antisense RNA 1
PRIMPOL	0.036906654933097305	No data	No data	No data	No data	0.3035432246408024	No data	No data	primase and DNA directed polymerase
MEF2A	0.03687072355833629	No data	No data	No data	No data	0.30324770272529683	No data	No data	myocyte enhancer factor 2A
IGKV1-5	0.03684505829064985	No data	No data	No data	No data	0.3030366156427928	No data	No data	immunoglobulin kappa variable 1-5
CD33	0.03680925395645307	No data	No data	No data	No data	0.302742138587695	No data	No data	CD33 molecule
TNFAIP8L3	0.03675266332697868	No data	No data	No data	No data	0.3022767021457783	No data	No data	TNF alpha induced protein 8 like 3
C2CD6	0.03672640130246063	0.06041214139298044	No data	No data	No data	No data	No data	No data	C2 calcium dependent domain containing 6
TCF7	0.03666476659430529	No data	No data	No data	No data	0.3015537848908973	No data	No data	transcription factor 7
TRMT6	0.03664498606971684	0.06027821951722806	No data	No data	No data	No data	No data	No data	tRNA methyltransferase 6 non-catalytic subunit
SEMA6D	0.036596207855162155	No data	No data	No data	No data	0.30098991529083363	No data	No data	semaphorin 6D
TSPAN9	0.03658840561378548	No data	No data	No data	No data	0.3009257448177524	No data	No data	tetraspanin 9
CASTOR2	0.03656838685625363	0.06015221962749695	No data	No data	No data	No data	No data	No data	cytosolic arginine sensor for mTORC1 subunit 2
SMG9	0.036479608538572	0.06000618603612371	No data	No data	No data	No data	No data	No data	SMG9 nonsense mediated mRNA decay factor
DCAF13	0.036403615686443125	No data	No data	No data	No data	0.2994059178237234	No data	No data	DDB1 and CUL4 associated factor 13
EIF2AK3	0.03635415557623406	No data	No data	No data	No data	0.2989991271955517	No data	No data	eukaryotic translation initiation factor 2 alpha kinase 3
LINC01614	0.03635228515107025	No data	No data	No data	No data	0.29898374365871533	No data	No data	long intergenic non-protein coding RNA 1614
DVL1	0.03630879111866761	No data	No data	No data	No data	0.29862602175538755	No data	No data	dishevelled segment polarity protein 1
ATP5MK	0.03621882575910078	No data	No data	No data	No data	0.2978860908296943	No data	No data	ATP synthase membrane subunit k
MTUS1	0.03621266609485602	No data	No data	No data	No data	0.2978354299298933	No data	No data	microtubule associated scaffold protein 1
PPA2	0.0361740942085496	0.05950363816188756	No data	No data	No data	No data	No data	No data	inorganic pyrophosphatase 2
BAMBI	0.03611534339978906	No data	No data	No data	No data	No data	No data	0.29703498771303805	BMP and activin membrane bound inhibitor
OR1E1	0.03611534339978906	No data	No data	No data	No data	No data	No data	0.29703498771303805	olfactory receptor family 1 subfamily E member 1
OR1E2	0.03611534339978906	No data	No data	No data	No data	No data	No data	0.29703498771303805	olfactory receptor family 1 subfamily E member 2
OR1E3	0.03611534339978906	No data	No data	No data	No data	No data	No data	0.29703498771303805	olfactory receptor family 1 subfamily E member 3 (gene/pseudogene)
DNAJC27	0.0361081166030752	0.0593951100107664	No data	No data	No data	No data	No data	No data	DnaJ heat shock protein family (Hsp40) member C27
PCDH17	0.03602130585898595	No data	No data	No data	No data	0.2962615646427433	No data	No data	protocadherin 17
SLC14A1	0.035854211564862286	0.03907841888412643	No data	No data	No data	0.21784186914416426	No data	No data	solute carrier family 14 member 1 (Kidd blood group)
HECTD4	0.035846094107546515	0.05896410290180253	No data	No data	No data	No data	No data	No data	HECT domain E3 ubiquitin protein ligase 4
PCBP2	0.03582871369026692	No data	No data	No data	No data	0.294677567175633	No data	No data	poly(rC) binding protein 2
SLITRK2	0.035671847574167415	No data	No data	No data	No data	No data	No data	0.2933874029273683	SLIT and NTRK like family member 2
DNAJC12	0.035664455977073725	No data	No data	No data	No data	0.29332660984760717	No data	No data	DnaJ heat shock protein family (Hsp40) member C12
PFKP	0.03563590362866305	No data	No data	No data	No data	0.29309177762227123	No data	No data	phosphofructokinase, platelet
OR2W1	0.03556232070389907	0.058497317200597226	No data	No data	No data	No data	No data	No data	olfactory receptor family 2 subfamily W member 1
OVOL1	0.035547613695911945	0.05695329829517808	No data	No data	No data	0.030396539880581056	No data	No data	ovo like transcriptional repressor 1
LINC02989	0.03554707621624753	No data	No data	No data	No data	0.2923612058798583	No data	No data	long intergenic non-protein coding RNA 2989
PABPN1	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	poly(A) binding protein nuclear 1
WEE2	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	WEE2 oocyte meiosis inhibiting kinase
PPP1R26	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	protein phosphatase 1 regulatory subunit 26
LY6D	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	lymphocyte antigen 6 family member D
ATOX1	0.03546837333194934	No data	No data	No data	No data	0.2917139045372763	No data	No data	antioxidant 1 copper chaperone
WTAP	0.0353692739718213	No data	No data	No data	No data	0.29089884992483217	No data	No data	WT1 associated protein
PEG3	0.0353459596659341	No data	No data	No data	No data	0.2907070986105478	No data	No data	paternally expressed 3
RSPO4	0.035294876122389025	No data	No data	No data	No data	0.29028695585954906	No data	No data	R-spondin 4
PRDM14	0.03527237449178067	No data	No data	No data	No data	0.29010188849088836	No data	No data	PR/SET domain 14
KLK6	0.035244982842006584	No data	No data	No data	No data	0.2898766025711612	No data	No data	kallikrein related peptidase 6
L3MBTL4	0.03524354558701614	No data	No data	No data	No data	0.28986478169454094	No data	No data	L3MBTL histone methyl-lysine binding protein 4
S100A9	0.03523573239488148	No data	No data	No data	No data	0.28980052115563293	No data	No data	S100 calcium binding protein A9
LGALS8	0.03494849766969286	No data	No data	No data	No data	0.2874381245940746	No data	No data	galectin 8
FAM171A1	0.03494530260575638	No data	No data	No data	No data	0.28741184640625267	No data	No data	family with sequence similarity 171 member A1
MESD	0.034904764053555165	No data	No data	No data	No data	0.28707843220548773	No data	No data	mesoderm development LRP chaperone
ANXA4	0.034873965732331445	No data	No data	No data	No data	0.2868251277064829	No data	No data	annexin A4
WDR46	0.03480261775625201	0.057247663538319046	No data	No data	No data	No data	No data	No data	WD repeat domain 46
NR1H2	0.034754147692027795	No data	No data	No data	No data	0.28583966981576264	No data	No data	nuclear receptor subfamily 1 group H member 2
HMGN5	0.03474050634036197	No data	No data	No data	No data	0.2857274748774619	No data	No data	high mobility group nucleosome binding domain 5
FERD3L	0.034740506340361965	No data	No data	No data	No data	0.28572747487746186	No data	No data	Fer3 like bHLH transcription factor
NBEAL1	0.034740506340361965	No data	No data	No data	No data	0.28572747487746186	No data	No data	neurobeachin like 1
TRAF3IP2	0.034719974126212826	No data	No data	No data	No data	0.2855586052114587	No data	No data	TRAF3 interacting protein 2
UBXN7	0.034719974126212826	No data	No data	No data	No data	0.2855586052114587	No data	No data	UBX domain protein 7
ALDH1A3	0.034653931740409503	No data	No data	No data	No data	0.2850154316622424	No data	No data	aldehyde dehydrogenase 1 family member A3
GJB4	0.034651807175237644	No data	No data	No data	No data	No data	No data	0.284997957920328	gap junction protein beta 4
BCAM	0.034631685605371464	No data	No data	No data	No data	0.28483246564764475	No data	No data	basal cell adhesion molecule (Lutheran blood group)
TTC39C	0.03463042234989923	0.056964415170200025	No data	No data	No data	No data	No data	No data	tetratricopeptide repeat domain 39C
RAB27A	0.034608963399185975	No data	No data	No data	No data	0.284645584128607	No data	No data	RAB27A, member RAS oncogene family
GHRHR	0.03456495590938674	No data	No data	No data	No data	0.2842836392331343	No data	No data	growth hormone releasing hormone receptor
FBXO22	0.03455838560085901	No data	No data	No data	No data	0.2842296009400133	No data	No data	F-box protein 22
ATF4	0.034545089740479006	No data	No data	No data	No data	0.2841202475363673	No data	No data	activating transcription factor 4
EDIL3	0.03453363709993963	No data	No data	No data	No data	0.2840260539161036	No data	No data	EGF like repeats and discoidin domains 3
EBAG9	0.034503933563677446	No data	No data	No data	No data	0.2837817536077553	No data	No data	estrogen receptor binding site associated antigen 9
ACSS2	0.034492435523753924	No data	No data	No data	No data	0.28368718659479353	No data	No data	acyl-CoA synthetase short chain family member 2
MARK2	0.03447627534859702	No data	No data	No data	No data	0.28355427528958915	No data	No data	microtubule affinity regulating kinase 2
GPD1L	0.03437092648567727	No data	No data	No data	No data	0.2826878208894038	No data	No data	glycerol-3-phosphate dehydrogenase 1 like
TPPP3	0.03437092648567727	No data	No data	No data	No data	0.2826878208894038	No data	No data	tubulin polymerization promoting protein family member 3
FBXO45	0.03437092648567727	No data	No data	No data	No data	0.2826878208894038	No data	No data	F-box protein 45
CD164	0.03435039427152812	No data	No data	No data	No data	0.2825189512234006	No data	No data	CD164 molecule
BCYRN1	0.03431149623500314	No data	No data	No data	No data	0.28219902964122545	No data	No data	brain cytoplasmic RNA 1
CTSA	0.034264226248857804	No data	No data	No data	No data	0.28181025195196335	No data	No data	cathepsin A
BCDIN3D	0.034247733200782365	No data	No data	No data	No data	0.2816746028933845	No data	No data	BCDIN3 domain containing RNA methyltransferase
SNHG14	0.03413234215726415	No data	No data	No data	No data	0.2807255553704463	No data	No data	small nucleolar RNA host gene 14
HLA-G	0.03412832052792018	No data	No data	No data	No data	0.28069247899596617	No data	No data	major histocompatibility complex, class I, G
HRNR	0.03410325368992846	No data	No data	No data	No data	0.28048631377049804	No data	No data	hornerin
PDE11A	0.033949605451336705	No data	No data	No data	No data	0.012158615952232422	No data	0.27618296135495946	phosphodiesterase 11A
TMEM165	0.03388841945317224	No data	No data	No data	No data	0.2787193837383279	No data	No data	transmembrane protein 165
KLK10	0.03386446403937385	No data	No data	No data	No data	0.2785223595548805	No data	No data	kallikrein related peptidase 10
PRDM5	0.033858323999061204	No data	No data	No data	No data	0.27847186005447055	No data	No data	PR/SET domain 5
KLF16	0.03385762113194851	No data	No data	No data	No data	0.2784660792393231	No data	No data	Kruppel like factor 16
SERPINB5	0.033830298883568595	No data	No data	No data	No data	0.2782413641197136	No data	No data	serpin family B member 5
IL7	0.03381799395864065	No data	No data	No data	No data	0.27814016078393683	No data	No data	interleukin 7
CSK	0.03381611481528821	0.0506032642198028	No data	No data	No data	0.10043353777717975	No data	No data	C-terminal Src kinase
GYG1	0.03377549227535191	No data	No data	No data	No data	0.2777906005753102	No data	No data	glycogenin 1
SLC6A3	0.03375687523723231	No data	No data	No data	No data	0.2776374825050236	No data	No data	solute carrier family 6 member 3
NME2	0.033731040031719006	No data	No data	No data	No data	0.06746343156828963	No data	0.26055913985634077	NME/NM23 nucleoside diphosphate kinase 2
CENPU	0.03372169787428114	No data	No data	No data	No data	0.2773481620503817	No data	No data	centromere protein U
NCAPD2	0.03370362952582989	No data	No data	No data	No data	0.2771995567442989	No data	No data	non-SMC condensin I complex subunit D2
SEMA3F	0.03361123456215871	No data	No data	No data	No data	0.2764396432472844	No data	No data	semaphorin 3F
LGALS4	0.03358754351473231	No data	No data	No data	No data	0.27624479337687574	No data	No data	galectin 4
NAT8L	0.03357027756037015	0.05218090350344877	No data	No data	No data	0.06079307976116211	No data	No data	N-acetyltransferase 8 like
MBOAT4	0.03356495441955233	0.05521180132906415	No data	No data	No data	No data	No data	No data	membrane bound O-acyltransferase domain containing 4
DNAH8	0.03352357166859091	No data	No data	No data	No data	0.27571864923026623	No data	No data	dynein axonemal heavy chain 8
NR5A2	0.0334404738171939	No data	No data	No data	No data	0.27503520095191386	No data	No data	nuclear receptor subfamily 5 group A member 2
SPARCL1	0.03341186676277046	No data	No data	No data	No data	0.06839221473130737	No data	0.25770186510756615	SPARC like 1
BAIAP2L2	0.03336541461886708	0.0548835735086129	No data	No data	No data	No data	No data	No data	BAR/IMD domain containing adaptor protein 2 like 2
GAPDH	0.03329880383949161	No data	No data	No data	No data	0.27387001917251674	No data	No data	glyceraldehyde-3-phosphate dehydrogenase
NXN	0.033262186921623166	No data	No data	No data	No data	0.2735688589252295	No data	No data	nucleoredoxin
FBXO5	0.03325895647337205	No data	No data	No data	No data	0.2735422897148539	No data	No data	F-box protein 5
MCAT	0.03323132211237516	No data	No data	No data	No data	0.2733150075874682	No data	No data	malonyl-CoA-acyl carrier protein transacylase
ZAR1L	0.03315952585087741	0.05454490211904267	No data	No data	No data	No data	No data	No data	zygote arrest 1 like
EIF2A	0.03309792920842996	No data	No data	No data	No data	0.27221790159720366	No data	No data	eukaryotic translation initiation factor 2A
CLPTM1L	0.03306858253510777	0.05265594971037641	No data	No data	No data	0.034787151196664985	No data	No data	CLPTM1 like
ADGRF5	0.03306713088720623	No data	No data	No data	No data	0.27196459709819887	No data	No data	adhesion G protein-coupled receptor F5
BTBD17	0.03302565581462495	No data	No data	No data	No data	No data	No data	0.27162348037287226	BTB domain containing 17
EMP2	0.03300222421546796	No data	No data	No data	No data	0.271430764365976	No data	No data	epithelial membrane protein 2
SPRR3	0.032892607066938466	No data	No data	No data	No data	0.27052920493717136	No data	No data	small proline rich protein 3
NAV3	0.032892607066938466	No data	No data	No data	No data	0.27052920493717136	No data	No data	neuron navigator 3
MT3	0.03287207485278931	No data	No data	No data	No data	0.27036033527116815	No data	No data	metallothionein 3
CDCA3	0.03280882306246657	No data	No data	No data	No data	0.26984011331028673	No data	No data	cell division cycle associated 3
PDK4	0.032795079049729996	No data	No data	No data	No data	0.26972707402365603	No data	No data	pyruvate dehydrogenase kinase 4
ABCG1	0.03274065611149139	No data	No data	No data	No data	0.26927946601915603	No data	No data	ATP binding cassette subfamily G member 1
BAK1	0.0327026463157997	No data	No data	No data	No data	0.26896684988060027	No data	No data	BCL2 antagonist/killer 1
CXCL14	0.03269910392688011	No data	No data	No data	No data	0.2689377150766596	No data	No data	C-X-C motif chemokine ligand 14
RAP2A	0.03268728492544696	No data	No data	No data	No data	0.2688405082771391	No data	No data	RAP2A, member of RAS oncogene family
NPHP1	0.032656075959940245	No data	No data	No data	No data	No data	No data	0.26858382638481415	nephrocystin 1
BUB1	0.03265477140267784	No data	No data	No data	No data	0.2685730968966263	No data	No data	BUB1 mitotic checkpoint serine/threonine kinase
KBTBD11	0.0326043347802844	No data	No data	No data	No data	No data	No data	0.2681582748264861	kelch repeat and BTB domain containing 11
PWAR1	0.03259527386553061	No data	No data	No data	No data	0.26808375224275305	No data	No data	Prader Willi/Angelman region RNA 1
AOC3	0.032553825533477486	No data	No data	No data	No data	0.2677428554481181	No data	No data	amine oxidase copper containing 3
LINC00993	0.03252302721225376	No data	No data	No data	No data	0.26748955094911325	No data	No data	long intergenic non-protein coding RNA 993
CLASP2	0.03252302721225376	No data	No data	No data	No data	0.26748955094911325	No data	No data	cytoplasmic linker associated protein 2
SEMA3A	0.03249998898944173	No data	No data	No data	No data	0.26730007031330294	No data	No data	semaphorin 3A
ZBED9	0.032484686125525325	0.05343484201351203	No data	No data	No data	No data	No data	No data	zinc finger BED-type containing 9
SHMT1	0.032480307636080175	No data	No data	No data	No data	0.26713819865423516	No data	No data	serine hydroxymethyltransferase 1
ST3GAL1	0.03240444110479906	No data	No data	No data	No data	0.26651422523835316	No data	No data	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
PFAS	0.03228834400452897	No data	No data	No data	No data	0.2655593706666963	No data	No data	phosphoribosylformylglycinamidine synthase
CCDC127	0.032243499659667156	0.053038108591211795	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 127
HDC	0.032220177053553796	No data	No data	No data	No data	0.2649987233755657	No data	No data	histidine decarboxylase
SNRPE	0.032170990551772215	0.052918836614566075	No data	No data	No data	No data	No data	No data	small nuclear ribonucleoprotein polypeptide E
FHOD1	0.03215344735756906	No data	No data	No data	No data	0.26444989696105514	No data	No data	formin homology 2 domain containing 1
SARAF	0.032094745862312646	0.052793419889900856	No data	No data	No data	No data	No data	No data	store-operated calcium entry associated regulatory factor
SLC4A1	0.032093287970112044	No data	No data	No data	No data	0.26395510883966566	No data	No data	solute carrier family 4 member 1 (Diego blood group)
ERP29	0.03197674360645275	0.049407678451827614	No data	No data	No data	0.06383273374922022	No data	No data	endoplasmic reticulum protein 29
SLC16A6	0.031968657430226706	No data	No data	No data	No data	0.2629300699670261	No data	No data	solute carrier family 16 member 6
NUAK2	0.031968657430226706	No data	No data	No data	No data	0.2629300699670261	No data	No data	NUAK family kinase 2
MATR3	0.03191219384131654	No data	No data	No data	No data	0.2624656783855172	No data	No data	matrin 3
MATR3	0.03191219384131654	No data	No data	No data	No data	0.2624656783855172	No data	No data	matrin 3 
